,pcid,pcidname,cid,cidname,cidtype,comment_num,word_num
0,3,手机数码,1512,手机,c1id,14377774,336411
1,3,手机数码,50012677,笔记本/记事本,c3id,1637891,92722
2,3,手机数码,110808,普通路由器,c3id,1279536,112728
3,3,手机数码,50018923,USB加湿器,c3id,597765,73284
4,3,手机数码,50010259,连接线/转接线/延长线/数据线,c3id,291139,49434
5,3,手机数码,50022650,3G/4G无线路由器,c3id,178427,39638
6,3,手机数码,50015940,传感器,c3id,58679,16235
7,3,手机数码,50016446,螺丝刀,c3id,14579,9387
8,3,手机数码,124250003,智能路由器,c3id,14118,10690
9,3,手机数码,50016205,网络摄像机,c3id,2763,4243
10,3,手机数码,50016214,网关,c2id,1684,1410
11,3,手机数码,50019321,网络摄像机,c3id,1534,2790
12,3,手机数码,50018094,专用耳机,c3id,1098,2094
13,3,手机数码,50011828,机顶盒共享器,c3id,324,1192
14,3,手机数码,50025714,PSV专用耳机,c3id,142,472
15,3,手机数码,50013216,其它,c3id,0,0
16,3,手机数码,50013478,账本/账册,c3id,0,0
17,3,手机数码,50019616,SIM 剪卡钳,c4id,0,0
18,3,手机数码,50013479,凭证,c3id,0,0
19,3,手机数码,50008353,灯泡,c3id,0,0
20,3,手机数码,50013480,报表,c3id,0,0
21,3,手机数码,50019780,平板电脑/MID,c1id,0,0
22,3,手机数码,50018921,USB翻页激光笔,c3id,0,0
23,3,手机数码,50002926,射频器/转换器,c3id,0,0
24,3,手机数码,50012667,挂快劳/快劳夹,c3id,0,0
25,3,手机数码,50003793,LOMO,c2id,0,0
26,3,手机数码,50023277,耳塞保护套,c3id,0,0
27,3,手机数码,50018323,一体机,c2id,0,0
28,3,手机数码,50005265,MP3/MP4支架,c3id,0,0
29,3,手机数码,50018826,显示器件,c3id,0,0
30,3,手机数码,50074004,水彩颜料,c3id,0,0
31,3,手机数码,50016198,SCSI卡,c3id,0,0
32,3,手机数码,50010849,投影机摇控器,c3id,0,0
33,3,手机数码,50019339,复用器,c3id,0,0
34,3,手机数码,50008354,幕布,c3id,0,0
35,3,手机数码,124800007,振动电机/震动马达,c3id,0,0
36,3,手机数码,50013491,印台,c3id,0,0
37,3,手机数码,50008356,DIY配件,c3id,0,0
38,3,手机数码,50019813,天线,c3id,0,0
39,3,手机数码,50018893,吸铁石/磁铁/强磁/巴克球,c3id,0,0
40,3,手机数码,50025715,PSV屏幕贴膜,c3id,0,0
41,3,手机数码,50018085,XBOX线材,c3id,0,0
42,3,手机数码,50005912,便签盒/座,c3id,0,0
43,3,手机数码,50011403,书皮,c3id,0,0
44,3,手机数码,50012633,电源板,c3id,0,0
45,3,手机数码,50018924,USB迷你冰箱,c3id,0,0
46,3,手机数码,50013492,印油/印泥,c3id,0,0
47,3,手机数码,50019814,电源/适配器,c3id,0,0
48,3,手机数码,50019512,多媒体视频,c3id,0,0
49,3,手机数码,50019511,视频会议,c3id,0,0
50,3,手机数码,50018849,一体化速印机,c3id,0,0
51,3,手机数码,50012603,多功能一体机配件,c3id,0,0
52,3,手机数码,50010586,验钞机/笔,c3id,0,0
53,3,手机数码,50008335,标签机/条码打印机,c3id,0,0
54,3,手机数码,111703,3G无线上网卡设备,c2id,0,0
55,3,手机数码,50009211,移动电源,c2id,0,0
56,3,手机数码,50024103,摄像机配件,c2id,0,0
57,3,手机数码,211707,其它文化用品,c2id,0,0
58,3,手机数码,50008334,装订机,c3id,0,0
59,3,手机数码,50012080,摇杆,c2id,0,0
60,3,手机数码,50019364,PDU电源分配器,c3id,0,0
61,3,手机数码,50019312,功率放大器,c3id,0,0
62,3,手机数码,50019365,精密空调,c3id,0,0
63,3,手机数码,50005722,笔记本多功能支架/桌,c3id,0,0
64,3,手机数码,50012637,定影灯管,c3id,0,0
65,3,手机数码,50009378,自封袋/自粘袋,c3id,0,0
66,3,手机数码,50012639,摆轮,c3id,0,0
67,3,手机数码,50008869,幻灯机,c3id,0,0
68,3,手机数码,50019471,办公电话,c3id,0,0
69,3,手机数码,50023274,线圈,c3id,0,0
70,3,手机数码,50012579,手机电池,c3id,0,0
71,3,手机数码,50018621,手机防尘塞,c3id,0,0
72,3,手机数码,50024117,平板电脑外接键盘,c3id,0,0
73,3,手机数码,50003311,通用电池充电套装,c3id,0,0
74,3,手机数码,50012587,手机贴膜,c3id,0,0
75,3,手机数码,50018886,RCA头,c3id,0,0
76,3,手机数码,50025361,数码维修工具,c3id,0,0
77,3,手机数码,50006526,电容器,c3id,0,0
78,3,手机数码,50008681,其它配件,c2id,0,0
79,3,手机数码,50003327,数据线,c3id,0,0
80,3,手机数码,50018602,车载充电器,c3id,0,0
81,3,手机数码,50050435,移动支付终端机,c3id,0,0
82,3,手机数码,50018070,WII跳舞毯,c3id,0,0
83,3,手机数码,50021704,耳机线夹,c3id,0,0
84,3,手机数码,50018883,BNC头,c3id,0,0
85,3,手机数码,50024144,SCSI设备,c3id,0,0
86,3,手机数码,50019336,电力线通信设备,c3id,0,0
87,3,手机数码,50018055,FIT平衡板,c3id,0,0
88,3,手机数码,50019329,转换器,c3id,0,0
89,3,手机数码,50018231,任天堂手柄,c3id,0,0
90,3,手机数码,50012604,扫描仪配件,c3id,0,0
91,3,手机数码,50012607,打字机配件,c3id,0,0
92,3,手机数码,50012612,刻字机配件,c3id,0,0
93,3,手机数码,50012614,幻灯机配件,c3id,0,0
94,3,手机数码,50018228,AV线,c3id,0,0
95,3,手机数码,50021254,pvc胶带,c3id,0,0
96,3,手机数码,50021259,纤维胶带,c3id,0,0
97,3,手机数码,50004195,一次成像,c3id,0,0
98,3,手机数码,50021243,电工胶带,c3id,0,0
