,itemid,comment_id,comment_all,word,datamonth
93,10050303289,276213965613,宝贝收到，包装不错，还没用用后追评，客服服务热情,宝贝#=收到#=，#=包装#=不错#=，#=还#=没用#=用后#=追评#=，#=客服#=服务#=热情,201606
94,10050303289,276299390074,真的很不错，打出来的东东很好喝，虽然打的不是很细，可是喝起来也不错，很喜欢1111,真的#=很#=不错#=，#=打#=出来#=的#=东东#=很#=好喝#=，#=虽然#=打#=的#=不是#=很#=细#=，#=可是#=喝#=起来#=也#=不错#=，#=很#=喜欢#=1111,201606
95,10050303289,276843432519,很方便实用，宝宝可开心了。。,很#=方便#=实用#=，#=宝宝#=可#=开心#=了#=。#=。,201606
96,10050303289,276730967449,价格很实惠，功能算是全面，但是打肉确实真的不大好打，清理起来也麻烦，会粘肉在里面，试打到新鲜辣椒蒜，果汁，饺子肉，有限定时间的，超过时间会自己断电，过几分钟之后才能重新使用，搅拌的时候会有点臭胶味，有燥音，还好底盘有固定的小吸盘，还不错！辛苦店家把关了，谢谢！,价格#=很#=实惠#=，#=功能#=算是#=全面#=，#=但是#=打肉#=确实#=真的#=不大好#=打#=，#=清理#=起来#=也#=麻烦#=，#=会#=粘肉#=在#=里面#=，#=试打#=到#=新鲜#=辣椒#=蒜#=，#=果汁#=，#=饺子#=肉#=，#=有#=限定#=时间#=的#=，#=超过#=时间#=会#=自己#=断电#=，#=过#=几分钟#=之后#=才能#=重新#=使用#=，#=搅拌#=的#=时候#=会#=有点#=臭#=胶味#=，#=有#=燥音#=，#=还好#=底盘#=有#=固定#=的#=小#=吸盘#=，#=还#=不错#=！#=辛苦#=店家#=把关#=了#=，#=谢谢#=！,201606
97,10050303289,276260907359,不错，很好用，是正品。。,不错#=，#=很#=好#=用#=，#=是#=正品#=。#=。,201606
98,10050303289,282713605000,差评  一点度不好用 噪音太大了,差评#= #= #=一点#=度#=不好#=用#= #=噪音#=太大#=了,201608
99,10050303289,303780647068,发生了一系列的问题，但是客服很耐心的帮我解决了，还多发了一个型号不一样带过滤的搅拌杯给我，东西都很好，我强烈推荐买带过滤器的！,发生#=了#=一系列#=的#=问题#=，#=但是#=客服#=很#=耐心#=的#=帮#=我#=解决#=了#=，#=还#=多发#=了#=一个#=型号#=不#=一样#=带#=过滤#=的#=搅拌#=杯#=给#=我#=，#=东西#=都#=很#=好#=，#=我#=强烈推荐#=买带#=过滤器#=的#=！,201703
100,10050303289,276556112400,噪音有点大，其他还好,噪音#=有点#=大#=，#=其他#=还好,201606
101,10050303289,310187100786,可以,可以,201705
102,10050303289,276934302665,千挑万选的选了这款真的是没有让我失望！买回来就给宝宝打了桃子！真的打的很细腻！就是声音有一点点小大！不过也能接受！,千挑万选#=的#=选#=了#=这款#=真的#=是#=没有#=让#=我#=失望#=！#=买回来#=就#=给#=宝宝#=打#=了#=桃子#=！#=真的#=打#=的#=很#=细腻#=！#=就是#=声音#=有#=一点点#=小大#=！#=不过#=也#=能#=接受#=！,201606
103,10050303289,276674889856,不错很好用，磨出来的也不错,不错#=很#=好#=用#=，#=磨#=出来#=的#=也#=不错,201606
104,10050303289,276822653130,用着不错,用#=着#=不错,201606
105,10050303289,277198942192,物流速度快，看起来还不错的样子，试试看好不好用,物流#=速度#=快#=，#=看起来#=还#=不错#=的#=样子#=，#=试试看#=好不好#=用,201606
106,10050303289,278542191554,挺好的,挺#=好#=的,201607
